cap-diameter,cap-shape,cap-color,does-bruise-or-bleed,gill-color,stem-height,stem-width,stem-color,has-ring,habitat,season
5.55,x,n,FALSE,n,6.16,4.43,g,TRUE,d,u
7.29,x,y,TRUE,y,6.33,14.05,w,FALSE,d,u
14.13,f,k,FALSE,k,5.56,21.31,w,FALSE,d,a
6.03,x,y,FALSE,y,6.76,13.23,y,TRUE,d,u
7.31,x,n,FALSE,n,8.34,8.22,n,TRUE,d,u
5,s,y,FALSE,o,3.57,5.49,o,FALSE,d,u
11.27,x,n,TRUE,w,10.58,17.52,w,TRUE,d,a
10.23,f,w,FALSE,p,23.45,13.23,w,TRUE,g,a
11.2,f,n,TRUE,w,11.45,15.52,w,TRUE,d,a
8.46,s,p,TRUE,o,6.35,18.24,w,FALSE,d,u
3.48,x,w,FALSE,w,3.75,6.15,w,FALSE,m,w
1.63,c,n,FALSE,w,5.37,1.71,g,FALSE,l,a
2.94,b,n,FALSE,n,6.86,3.21,w,FALSE,d,w
5.07,f,y,FALSE,n,6.91,4.43,w,FALSE,d,u
3.21,x,w,FALSE,w,3.27,5.43,w,FALSE,g,a
2.97,b,y,FALSE,y,5.19,6.1,r,FALSE,m,a
11.42,f,n,TRUE,w,8.84,14.67,w,TRUE,d,a
6.84,x,n,FALSE,y,6.03,12.23,n,FALSE,g,u
12.31,f,w,FALSE,k,20.48,12.5,w,TRUE,g,s
2.75,b,n,FALSE,w,3.91,2.59,y,FALSE,g,a
11.29,f,b,FALSE,w,2.55,15.12,w,FALSE,d,w
7.98,f,p,FALSE,w,7.19,15.46,w,FALSE,d,u
7.07,x,n,FALSE,p,6.96,9.14,w,FALSE,d,u
4.12,x,n,FALSE,o,5.98,7.28,w,FALSE,d,w
6.05,x,b,FALSE,w,7.67,10.7,n,FALSE,l,a
7.05,x,y,TRUE,y,6.92,14.55,y,FALSE,d,u
1.59,c,n,FALSE,g,5.72,1.74,g,FALSE,l,u
4.51,s,y,FALSE,f,3.25,13.35,y,FALSE,d,u
7.31,s,o,TRUE,o,6.02,17.25,w,FALSE,d,u
8.47,x,y,TRUE,y,6.02,12.29,e,FALSE,d,u
2.41,p,n,FALSE,g,8.55,2.61,y,TRUE,m,u
4.02,b,w,FALSE,w,4.33,2.69,y,FALSE,g,a
4.74,x,w,FALSE,w,8,9.12,w,TRUE,g,a
3.35,s,n,FALSE,f,6.47,49.1,n,FALSE,l,a
4.89,x,n,FALSE,y,4.42,6.04,w,FALSE,d,u
1.79,x,n,FALSE,w,6.85,2.56,y,FALSE,h,a
5.29,f,b,FALSE,b,5.32,12,w,FALSE,g,a
2.83,x,e,FALSE,e,4.63,6.12,e,FALSE,g,a
4.65,x,r,FALSE,r,6.12,7.8,r,FALSE,l,a
2.45,x,u,FALSE,w,5.94,4.68,w,FALSE,d,w
16.29,x,n,FALSE,w,16.21,34.41,w,FALSE,d,a
3.33,f,n,FALSE,n,6.54,7.04,w,FALSE,d,a
10.88,p,w,TRUE,n,7.39,17.23,w,TRUE,m,a
6.68,x,w,FALSE,w,3.54,9.17,w,FALSE,d,a
11.64,x,n,FALSE,w,8.86,15.74,n,TRUE,d,u
4.92,b,n,FALSE,n,5.18,5.87,n,TRUE,d,a
5.72,p,n,FALSE,f,5.89,23.07,n,FALSE,l,s
3.17,f,n,FALSE,p,6.66,3.56,n,FALSE,h,u
3.3,x,n,TRUE,r,5.26,13.95,n,FALSE,d,u
5.4,x,n,FALSE,w,7.28,9.37,n,FALSE,l,w
7.96,f,y,FALSE,f,6.18,14.09,y,FALSE,d,a
11.09,x,n,TRUE,y,7.21,22.64,n,FALSE,d,u
5.33,x,n,FALSE,g,6.45,3.73,w,FALSE,d,a
3.21,b,n,FALSE,n,7.01,3.36,w,FALSE,d,s
6.24,x,w,FALSE,w,3.48,8.62,w,FALSE,g,a
14.82,x,n,TRUE,w,10.03,17.8,w,TRUE,d,u
4.23,x,l,FALSE,r,5.9,6.93,w,FALSE,l,a
10.64,o,n,FALSE,w,4.55,23.05,n,FALSE,d,u
6.91,s,n,FALSE,w,5.9,7.34,w,FALSE,h,u
11.83,f,b,FALSE,w,2.63,15.78,w,FALSE,d,a
7.21,x,n,FALSE,w,5.6,10.32,n,FALSE,d,u
7.41,x,e,FALSE,w,6.59,18.73,w,FALSE,d,u
11.6,x,n,FALSE,n,7.32,25.53,w,FALSE,d,w
2.87,b,n,FALSE,n,7.3,3.33,w,FALSE,d,s
0.57,b,g,FALSE,g,2.34,1.24,w,FALSE,d,u
4.62,f,w,FALSE,w,4.67,6.86,w,FALSE,g,w
1.62,x,y,FALSE,w,6.21,2.09,y,FALSE,g,u
3.47,x,n,FALSE,o,5.71,7.2,o,FALSE,d,w
5.78,s,n,FALSE,w,4.14,7.22,w,FALSE,h,a
7.94,s,y,FALSE,f,4.94,16.79,y,FALSE,d,a
9.86,x,n,TRUE,n,6.44,16.58,n,TRUE,d,u
3.58,b,w,FALSE,w,5.24,3.12,y,FALSE,g,a
10.96,s,o,TRUE,o,6.73,18.5,w,FALSE,d,a
2.87,x,n,FALSE,k,7.18,6.36,w,FALSE,d,u
9.95,x,n,TRUE,w,10.43,15.47,w,TRUE,d,u
6.3,f,w,FALSE,n,4.46,11.68,w,TRUE,g,a
4.52,x,n,FALSE,n,5.11,6.59,o,TRUE,d,a
1.53,x,n,FALSE,w,6.27,2.15,y,FALSE,h,u
5.77,f,y,FALSE,f,5.02,13.79,y,FALSE,d,a
3.94,x,n,FALSE,n,6.96,6.87,w,FALSE,d,u
1.43,x,n,FALSE,w,5.65,1.84,y,FALSE,h,a
10.52,p,w,FALSE,k,20.68,13,w,TRUE,u,a
1.56,c,n,FALSE,w,5.33,1.84,g,FALSE,d,a
5.12,x,u,FALSE,w,3.04,12.2,w,FALSE,d,a
4.21,s,u,TRUE,p,4.85,5.99,g,FALSE,d,a
5.76,b,g,FALSE,g,7.04,4.96,g,FALSE,d,u
5.05,f,n,FALSE,y,6.53,6.46,o,FALSE,d,s
7.9,x,n,TRUE,n,6.68,17.76,n,TRUE,d,u
14.25,x,l,FALSE,w,7.84,23.58,w,FALSE,d,u
6.34,x,y,FALSE,y,6.77,13.7,y,TRUE,d,u
51.52,o,y,FALSE,y,7.65,40.66,k,FALSE,d,u
1.6,x,n,FALSE,w,5.64,1.85,y,FALSE,g,u
11.09,x,u,FALSE,n,7.58,24.69,w,FALSE,d,a
2.97,b,n,FALSE,n,6.48,2.83,w,FALSE,d,a
2.9,b,n,FALSE,k,6.72,2.74,w,FALSE,d,w
4.72,x,n,FALSE,p,3.98,9.42,n,FALSE,d,a
9.27,x,k,FALSE,w,5.62,15.48,w,FALSE,d,a
6.94,f,g,FALSE,g,5.56,10.81,g,FALSE,d,u
8.67,p,g,FALSE,w,7.58,13.96,w,FALSE,d,a
10.33,s,w,TRUE,p,5.26,23.7,w,FALSE,d,a
6.51,s,w,FALSE,p,3.49,9.44,w,FALSE,g,a
8.76,x,n,TRUE,y,7.75,17.76,n,TRUE,d,u
2.62,x,w,FALSE,p,3.58,2.54,n,FALSE,g,a
13.38,p,n,FALSE,y,11.88,55.01,n,FALSE,d,a
2.81,x,n,FALSE,y,4.15,9.41,n,FALSE,d,a
8.3,s,n,FALSE,w,3.31,16.13,n,FALSE,d,a
6.52,x,b,FALSE,w,7.76,11.35,n,FALSE,l,a
4.62,x,n,FALSE,w,7.99,9.42,w,TRUE,g,a
7.37,o,o,FALSE,y,1.48,14.47,y,FALSE,d,w
2.9,b,w,FALSE,w,4.42,3.09,y,FALSE,g,u
52.68,o,y,FALSE,y,7,46.15,n,FALSE,d,s
4.14,b,g,FALSE,g,5.78,3.63,n,FALSE,d,u
5.25,b,k,FALSE,g,4.57,10.29,g,FALSE,d,a
4.47,x,p,FALSE,o,4.82,6.99,e,FALSE,m,u
6.59,s,n,FALSE,w,5.72,8.63,w,FALSE,h,a
12.03,x,n,FALSE,w,6.49,25.23,n,TRUE,d,a
5.08,x,n,FALSE,w,11.47,12,w,FALSE,d,u
8.9,f,w,FALSE,p,19.68,12.72,w,TRUE,g,u
6.09,x,n,FALSE,w,4.67,10.63,n,FALSE,d,a
7.66,x,n,FALSE,p,4.72,13.82,w,TRUE,w,a
11.43,f,n,FALSE,u,7.04,19.7,b,FALSE,d,a
18.96,f,w,FALSE,y,7.72,25.27,w,FALSE,d,u
7.57,f,p,FALSE,w,5.21,15.3,w,FALSE,d,u
1.52,x,n,FALSE,w,6.27,2.05,y,FALSE,d,a
2.85,x,u,FALSE,u,6.38,4.27,w,FALSE,d,w
8.88,p,g,FALSE,w,8.16,15.47,w,FALSE,d,a
18.8,p,n,FALSE,w,16.3,34.71,w,FALSE,d,u
2.14,f,n,FALSE,p,4.87,2.9,n,FALSE,h,a
47.13,o,y,FALSE,y,5.64,30.49,n,FALSE,d,s
12.15,x,e,FALSE,w,9.55,15.68,n,TRUE,d,a
4.18,b,w,FALSE,w,5.5,3.84,y,FALSE,g,u
2.45,o,n,FALSE,w,0,0,f,FALSE,d,u
6.18,x,k,FALSE,w,3.51,14.2,w,FALSE,d,a
6.24,f,n,FALSE,w,6.4,9.75,n,FALSE,l,w
1.22,x,n,TRUE,p,5.91,1.12,n,FALSE,h,u
11.74,x,n,TRUE,y,9.62,22.07,n,FALSE,d,u
4.18,o,n,FALSE,f,7.47,53.14,n,FALSE,l,w
10.01,f,e,FALSE,w,8.02,26.38,n,TRUE,d,a
11.23,x,n,TRUE,y,5.73,21.15,n,FALSE,d,a
7.61,f,n,TRUE,w,9.48,14.79,w,TRUE,d,a
1.25,x,y,FALSE,n,1.22,2.42,n,FALSE,h,a
3.18,s,w,FALSE,w,2.92,2.59,w,FALSE,g,u
4.06,x,y,FALSE,w,4.93,6.44,w,FALSE,d,a
2.3,c,w,FALSE,w,3.65,3.46,u,FALSE,p,u
17.34,f,w,FALSE,w,24.22,20.24,n,TRUE,m,u
10.69,s,w,TRUE,y,5.79,23.89,w,FALSE,d,u
18.63,p,e,FALSE,n,17.24,35.43,w,FALSE,d,a
6.6,x,w,FALSE,w,5.44,12.39,y,TRUE,d,u
1,c,e,TRUE,w,5.22,0.94,n,FALSE,d,u
6.62,f,n,FALSE,p,4.89,13.54,w,TRUE,w,u
49.56,o,y,FALSE,y,5.8,41.35,k,FALSE,d,u
1.47,x,y,FALSE,w,6.37,1.74,y,FALSE,d,u
7.28,f,y,FALSE,w,6.81,16.18,w,FALSE,d,w
1.64,c,n,FALSE,w,5.68,1.82,g,FALSE,l,a
12.64,s,p,TRUE,o,7.67,18.01,w,FALSE,d,u
12.07,f,w,FALSE,w,2.72,17.14,w,FALSE,d,w
7.05,x,b,FALSE,o,5.32,12.02,w,FALSE,m,a
17.09,f,n,FALSE,w,26.47,18.82,n,TRUE,d,u
10.1,p,n,TRUE,p,8.88,16.38,w,TRUE,d,a
6.24,x,g,FALSE,n,5.38,4.97,w,TRUE,d,a
4.32,x,w,FALSE,r,5.75,7.04,r,FALSE,l,u
1.18,b,g,FALSE,g,3.6,1.75,w,FALSE,d,a
9.62,f,w,FALSE,y,2.14,14.29,w,FALSE,d,w
7.92,x,o,FALSE,o,5.43,11.69,w,FALSE,g,a
8.79,s,n,FALSE,w,3.84,22.34,n,FALSE,d,u
2.01,f,n,FALSE,p,6.28,3.35,n,FALSE,l,a
5.62,f,k,FALSE,w,4.32,8.8,g,FALSE,d,u
10.18,f,b,FALSE,y,2.51,13.54,w,FALSE,d,w
7.67,f,p,FALSE,w,6.86,18.52,w,FALSE,d,a
4.35,x,o,FALSE,w,5.47,4.55,n,FALSE,d,a
5.99,f,b,FALSE,b,5.5,11.65,w,FALSE,g,a
8.3,f,b,FALSE,b,4.52,16.9,w,TRUE,d,a
3.25,x,b,FALSE,u,6.64,4.41,w,FALSE,d,w
5.62,s,o,FALSE,o,5.14,12.16,w,FALSE,d,a
4.04,f,n,FALSE,o,5.65,8.31,o,FALSE,d,a
8.68,f,e,FALSE,w,7.52,20.93,w,FALSE,d,a
5.11,x,w,FALSE,w,7.98,7.97,w,TRUE,g,a
2.7,s,u,TRUE,p,4.29,6.16,n,FALSE,d,u
4.18,x,n,FALSE,n,6.04,3.91,w,FALSE,d,u
7.83,x,o,FALSE,y,10.75,20.11,y,TRUE,d,u
16.98,p,n,FALSE,y,16.58,63.6,n,FALSE,d,u
4.24,x,n,FALSE,e,5.27,10.54,n,FALSE,d,a
6.46,x,y,TRUE,y,7.78,14.2,y,FALSE,d,a
2.28,f,o,FALSE,y,7.06,5.44,o,FALSE,d,a
3.83,b,g,FALSE,g,3.96,2.7,n,FALSE,d,s
7.09,f,b,FALSE,b,5.52,12.64,w,FALSE,m,a
11.09,x,n,TRUE,n,8.92,18.7,n,TRUE,d,u
10.34,x,n,FALSE,p,8.84,11.07,n,FALSE,d,a
10.66,f,b,FALSE,b,5.39,21.49,w,TRUE,d,a
9.62,x,n,FALSE,w,11.45,36.54,n,FALSE,d,u
3.81,b,g,FALSE,g,5.5,3.98,g,FALSE,d,s
6.23,f,o,FALSE,y,8.41,11.56,o,FALSE,d,a
9.91,p,n,TRUE,p,9.09,17.97,w,TRUE,d,a
9.95,x,n,FALSE,p,4.91,13.23,w,TRUE,w,a
3.93,b,w,FALSE,w,5.28,3.29,y,FALSE,g,u
4.88,x,g,FALSE,g,5.36,8.26,w,FALSE,d,a
12.47,f,u,FALSE,n,7.4,20.87,p,FALSE,d,a
9.62,f,n,FALSE,b,8.52,20.71,u,FALSE,d,a
7.03,x,e,TRUE,r,5.98,12.59,e,FALSE,d,u
1.41,c,n,FALSE,g,5.18,1.59,g,FALSE,d,a
6.54,s,e,TRUE,b,7.17,5.92,e,FALSE,d,a
7.45,x,n,FALSE,w,5.94,9.56,w,FALSE,d,w
2.6,b,n,FALSE,n,5.77,2.83,w,FALSE,d,u
2.18,b,y,FALSE,n,7.31,3.67,n,FALSE,d,u
6.59,s,y,TRUE,o,5.04,12.26,w,TRUE,d,u
11.12,f,n,FALSE,b,7.63,20.53,u,FALSE,d,a
3.09,s,n,FALSE,p,8.75,4.06,n,FALSE,l,u
5.05,f,g,FALSE,g,3.72,8.13,w,FALSE,d,u
10.15,s,o,TRUE,o,6.13,18.87,w,FALSE,d,a
5.93,f,b,FALSE,w,7.17,10.31,n,FALSE,l,a
14.04,x,n,TRUE,n,9.87,17.83,w,TRUE,m,a
1.46,c,n,FALSE,g,5.01,1.42,g,FALSE,l,a
5.09,x,n,FALSE,n,6.46,3.63,w,FALSE,d,a
7.1,x,y,TRUE,y,6.7,14.68,w,FALSE,d,u
53.27,o,y,FALSE,y,8.01,43.24,n,FALSE,d,s
4.05,x,n,FALSE,n,5.4,11.96,n,FALSE,d,u
5,s,n,FALSE,f,6.25,48,n,FALSE,d,w
3.13,b,n,FALSE,n,6.43,3.12,w,FALSE,d,s
3.85,o,w,FALSE,w,0,0,f,FALSE,d,u
8.47,x,y,FALSE,y,7.98,16.08,y,TRUE,d,u
9.85,x,n,TRUE,o,7.92,25.37,u,FALSE,d,a
2.58,f,u,FALSE,w,4.28,3.81,w,FALSE,p,a
6.26,f,n,FALSE,g,5.95,18.72,u,FALSE,g,a
9.57,f,w,FALSE,w,15.02,11.21,w,TRUE,u,s
3.23,x,n,FALSE,y,3.89,9.75,y,FALSE,d,a
8.61,f,l,FALSE,b,8.41,20.04,b,FALSE,d,w
3.35,x,e,FALSE,e,4.6,7.26,e,FALSE,g,w
4.3,x,e,FALSE,o,5.44,7.11,e,FALSE,m,u
14,s,w,TRUE,y,7.04,25.94,w,FALSE,d,u
5.21,o,o,FALSE,y,1.35,14.32,n,FALSE,d,w
3.26,f,n,TRUE,p,4.28,5.38,g,FALSE,d,u
3.4,f,w,FALSE,w,3.52,6.36,w,FALSE,m,w
4.6,x,r,FALSE,r,6.16,7.11,w,FALSE,d,a
7.23,f,n,FALSE,w,6.07,13.19,w,FALSE,d,a
11.65,p,n,TRUE,p,9.78,19.73,w,TRUE,d,a
11.51,f,w,FALSE,k,22.8,12.63,w,TRUE,u,w
19.74,x,k,FALSE,y,6.79,22.24,w,FALSE,d,a
5.07,x,n,FALSE,n,8.1,9.8,n,TRUE,d,a
6.51,f,o,FALSE,y,8.69,11.74,n,FALSE,d,a
7.37,s,n,FALSE,w,5.51,9.06,w,FALSE,l,u
4.64,x,n,FALSE,n,6.36,11.99,n,FALSE,d,a
10.61,x,y,FALSE,w,7.5,20.15,w,FALSE,d,a
5.18,x,y,FALSE,y,6.71,8.57,o,FALSE,g,a
8.02,s,o,TRUE,o,5.19,17.06,w,FALSE,d,u
9.39,s,o,TRUE,o,6.06,17.54,w,FALSE,d,u
8.81,f,w,TRUE,n,10.4,17.29,w,TRUE,m,u
1.03,b,w,FALSE,g,2.85,1.56,w,FALSE,d,w
7.35,x,n,FALSE,p,6.16,11.03,n,FALSE,d,a
10.28,p,n,TRUE,p,9.31,19.3,w,TRUE,d,a
4.88,s,p,TRUE,o,5.55,16.82,w,FALSE,d,a
2.65,s,n,FALSE,f,5.77,6.94,o,FALSE,d,a
9.68,s,o,TRUE,o,6.62,17.86,w,FALSE,d,u
13.15,f,l,FALSE,b,8.26,21.19,u,FALSE,l,w
16.74,x,n,TRUE,w,9.19,16.58,w,TRUE,d,a
4.41,x,n,FALSE,k,6.01,6.32,w,FALSE,d,u
10,p,w,FALSE,k,13.77,12.64,w,TRUE,d,w
1.32,x,n,FALSE,k,5.19,2.43,n,FALSE,g,a
6.65,x,n,FALSE,n,7.1,6.74,n,TRUE,d,s
15.15,f,n,FALSE,w,7.76,24.34,w,FALSE,d,a
3.05,f,p,TRUE,p,4.44,6.5,n,FALSE,d,u
7.66,p,n,FALSE,w,6.55,12.49,w,FALSE,d,a
7.2,x,e,TRUE,r,5.49,13.11,y,FALSE,d,u
6.96,p,w,FALSE,p,5.43,13.43,w,TRUE,g,a
18.7,x,n,TRUE,n,10.99,17.79,w,TRUE,m,a
8.21,f,o,FALSE,n,10.49,13.12,n,FALSE,d,a
4.54,f,n,FALSE,o,6.17,8.51,w,FALSE,d,w
10.01,x,n,FALSE,g,7.62,21.06,u,FALSE,g,a
9.67,o,n,FALSE,w,4.92,25.21,n,FALSE,d,a
8.7,o,n,FALSE,w,4.28,22.49,n,FALSE,d,u
13.84,f,n,FALSE,u,8.15,22.74,u,FALSE,d,a
8.37,x,n,FALSE,n,8.96,12.8,n,FALSE,h,a
4.78,o,w,FALSE,f,5.33,27.86,w,TRUE,p,u
10.67,f,b,FALSE,b,4.92,21.86,w,TRUE,d,a
1.83,x,u,FALSE,u,5.56,4.62,w,FALSE,d,w
7.67,x,y,TRUE,y,8.12,15.59,w,FALSE,d,u
11.63,s,g,FALSE,u,8.71,21.67,u,FALSE,l,w
14.27,x,n,TRUE,n,9.83,17.72,w,TRUE,m,u
9.03,f,n,FALSE,y,9.93,13.21,o,FALSE,d,a
9.04,f,w,FALSE,k,11.79,11.99,w,TRUE,g,s
2.23,b,n,FALSE,g,5.04,2.11,n,FALSE,d,u
5.57,x,y,TRUE,y,7.09,15.75,y,FALSE,d,a
9.76,s,o,TRUE,o,6.65,17.91,w,FALSE,d,u
5.34,x,n,TRUE,w,7.3,8.9,e,FALSE,d,a
6.6,b,g,FALSE,g,5.59,9.1,g,FALSE,d,u
3.29,x,p,FALSE,o,4.82,7.22,e,FALSE,m,a
3.88,o,n,FALSE,f,6.29,37.19,n,FALSE,d,a
5.14,x,w,FALSE,w,5.91,12.71,w,TRUE,d,a
23.53,f,k,FALSE,k,6,25.63,w,FALSE,d,a
2.93,f,p,TRUE,p,3.91,4.51,g,FALSE,d,u
5.51,s,n,FALSE,f,7.98,62.79,n,FALSE,d,u
7.32,x,g,TRUE,g,12.01,26.98,w,FALSE,d,a
9.66,x,n,TRUE,n,7.77,17.51,n,TRUE,d,u
4.74,o,g,FALSE,f,5.02,19.66,n,FALSE,l,s
3.66,f,n,FALSE,p,6.45,2.89,n,FALSE,l,a
4.46,x,y,FALSE,k,8.56,8.02,y,TRUE,d,s
3.05,x,n,FALSE,n,4.56,10.7,y,FALSE,d,a
10.83,f,r,TRUE,b,4.45,21.62,g,FALSE,l,u
3.78,f,u,FALSE,w,5,8.25,w,FALSE,d,a
6.41,x,w,FALSE,w,5.76,13.14,y,TRUE,d,a
17.69,f,w,TRUE,w,5.73,25.68,w,FALSE,d,w
3.39,x,n,FALSE,p,5.2,8.22,w,TRUE,d,a
4.57,p,w,FALSE,p,4.16,11.37,w,TRUE,m,u
3.45,b,w,FALSE,w,4.51,2.88,y,FALSE,g,u
6.69,x,n,FALSE,w,6.69,6.56,n,TRUE,d,u
16.08,x,n,TRUE,w,10.53,19.28,w,TRUE,d,u
5.78,x,b,FALSE,w,7.21,9.69,n,FALSE,l,a
4.82,s,n,FALSE,w,3.36,5.74,w,FALSE,l,a
8.73,f,n,FALSE,w,8.35,11.92,n,TRUE,d,u
4.04,x,n,FALSE,o,6.62,9.7,w,FALSE,d,a
7.28,s,o,FALSE,o,6.7,13,w,FALSE,d,w
1.48,f,g,FALSE,g,5.1,2.65,w,FALSE,d,u
5.44,x,n,FALSE,w,12.87,12.19,n,FALSE,d,a
11.63,f,n,FALSE,w,11.33,18.85,n,TRUE,d,a
7.48,b,g,FALSE,g,11.73,13.12,w,TRUE,g,u
11.65,x,y,FALSE,w,9.53,15.54,n,TRUE,d,a
2.62,x,b,FALSE,u,5.91,4.39,w,FALSE,d,w
13.51,x,n,TRUE,y,9.19,32.48,y,FALSE,d,a
9.53,x,n,FALSE,y,7.5,12.5,n,FALSE,g,a
12.67,p,w,FALSE,w,23.7,19.77,n,TRUE,m,a
5.16,p,g,FALSE,f,4.86,18.08,n,FALSE,l,s
9.67,x,n,FALSE,p,5.5,13.91,w,TRUE,w,a
4.59,x,n,FALSE,n,4.19,5.6,o,TRUE,d,a
8.23,x,k,FALSE,w,4.48,14.02,w,FALSE,d,u
18.25,x,k,FALSE,k,7.31,23.51,w,FALSE,d,w
8.53,x,n,TRUE,n,6.7,17.39,n,TRUE,d,u
6.64,x,g,FALSE,n,6.1,5.65,g,TRUE,d,w
9.43,p,w,FALSE,p,14.77,12.17,w,TRUE,d,u
6.33,x,n,FALSE,w,5.18,10.05,n,FALSE,d,a
5.93,f,n,FALSE,n,8.27,11.43,n,FALSE,d,a
6.03,x,n,FALSE,n,5.55,5.22,w,TRUE,d,a
5.54,p,n,FALSE,f,6.04,21.92,n,FALSE,d,s
8.14,x,y,FALSE,y,7.2,14.23,y,TRUE,d,a
3.5,f,b,FALSE,w,4.11,2.74,n,FALSE,d,a
3.13,x,n,FALSE,k,5.09,6.31,w,FALSE,d,a
3.76,x,n,FALSE,n,3.43,10.79,w,TRUE,w,a
6.17,x,k,FALSE,w,4.15,14.28,w,FALSE,d,a
10.07,p,w,TRUE,g,8.91,17.27,w,TRUE,m,a
13.69,f,n,FALSE,b,8.09,21.18,u,FALSE,d,a
0.88,f,e,TRUE,p,5.71,0.97,n,FALSE,h,a
4.6,x,o,FALSE,n,4.94,10.79,n,FALSE,d,u
3.26,x,w,FALSE,w,3.1,5.69,w,FALSE,m,a
7.51,s,n,TRUE,w,4.41,12.44,r,FALSE,d,u
10.19,s,w,TRUE,o,5.89,17.56,w,FALSE,d,u
7.31,x,y,TRUE,y,7.76,15.36,y,FALSE,d,a
4.85,x,w,FALSE,w,7.76,8.92,w,TRUE,g,u
7.43,s,y,FALSE,w,6.5,14.92,w,FALSE,d,u
3.77,s,u,FALSE,u,5.39,5.17,u,FALSE,d,u
2.6,x,u,FALSE,u,5.68,4.75,w,FALSE,d,u
4.1,f,g,FALSE,g,5.86,3.7,g,FALSE,d,u
6.62,x,y,FALSE,w,6.05,15.91,w,FALSE,d,a
8.33,f,g,FALSE,w,6.56,21.14,w,FALSE,d,w
5.74,f,n,FALSE,p,3.93,13.34,w,TRUE,w,u
12.22,s,w,TRUE,w,6.75,24.55,w,FALSE,d,a
6.76,f,b,FALSE,w,7.61,10.77,n,FALSE,l,w
22.95,x,n,FALSE,w,17.52,78.17,n,FALSE,d,a
4.47,x,o,FALSE,n,5.38,12.21,n,FALSE,d,a
0.63,x,o,FALSE,y,3.39,0.66,y,FALSE,d,u
6.85,f,n,FALSE,n,7.7,11.62,n,FALSE,d,a
2.3,x,u,FALSE,w,6.67,4.59,w,FALSE,d,u
11.12,s,w,TRUE,p,6.5,22.56,w,FALSE,d,a
15.71,x,n,TRUE,w,10.73,18.55,w,TRUE,d,u
4.34,x,y,FALSE,y,4.36,8.73,w,FALSE,d,a
0.87,b,n,FALSE,k,3.03,2.47,n,TRUE,m,u
5.44,s,n,FALSE,f,6.95,58.49,n,FALSE,d,a
6.61,f,n,FALSE,w,5.91,9.75,n,FALSE,m,a
8.06,f,n,TRUE,w,9.83,12.56,w,TRUE,d,u
7,f,n,FALSE,y,8.27,12.26,o,FALSE,d,a
6.74,b,k,FALSE,w,5.26,10.48,g,FALSE,d,a
6.63,x,y,FALSE,w,6.41,16,w,FALSE,d,u
6.17,f,n,FALSE,w,5.41,9.17,w,FALSE,d,u
10.03,x,n,TRUE,y,8.68,18.52,n,TRUE,d,u
15.53,x,n,TRUE,w,9.95,18.46,w,TRUE,g,a
17.91,p,n,FALSE,w,27.57,21.39,n,TRUE,d,u
4.06,s,u,TRUE,p,4.84,6.21,n,FALSE,d,u
8.02,f,p,FALSE,w,5.39,13.71,w,FALSE,d,a
8.35,x,g,FALSE,w,8.41,14.25,g,FALSE,g,u
4.71,x,w,FALSE,n,8.25,10.18,w,TRUE,g,u
5.78,c,n,FALSE,w,13.23,12.22,n,FALSE,d,u
5.33,p,w,FALSE,p,3.58,11.06,w,TRUE,m,u
15.2,x,n,TRUE,w,10.21,18,w,TRUE,d,a
6.53,o,n,FALSE,f,5.19,19.53,n,FALSE,l,s
3.14,f,n,FALSE,p,8.01,3.92,p,FALSE,l,a
3.49,b,w,FALSE,w,4.01,2.66,y,FALSE,g,u
12.41,x,n,TRUE,e,7.87,29.12,y,FALSE,d,a
6.65,f,y,FALSE,f,5.01,15.44,y,FALSE,d,u
4.86,c,n,FALSE,f,4.84,19.39,n,FALSE,d,s
12,x,y,TRUE,e,8.91,27.21,u,FALSE,d,u
4.21,x,n,FALSE,n,4.47,10.63,e,FALSE,d,a
3.23,x,o,FALSE,o,4.15,6.4,e,FALSE,m,w
7.52,o,n,FALSE,w,3.53,18.93,n,FALSE,d,a
9.82,f,n,TRUE,w,10.67,14.94,w,TRUE,d,a
9.65,f,e,FALSE,w,7.79,25.35,n,TRUE,d,w
23.46,x,n,FALSE,w,19.98,74.52,n,FALSE,d,u
7.04,p,n,FALSE,w,8.62,25.49,n,FALSE,d,u
3.92,x,w,FALSE,w,3.98,6.75,w,FALSE,m,a
3.9,b,w,FALSE,w,4.4,2.85,y,FALSE,g,u
5.88,c,n,FALSE,w,11.47,12.06,n,FALSE,d,a
9.56,x,g,FALSE,g,6.89,19.34,u,FALSE,d,w
3.9,x,w,FALSE,r,6.37,7.23,l,FALSE,l,a
7.14,x,l,FALSE,w,6.51,16.73,w,FALSE,d,u
15.82,x,n,FALSE,w,10.52,26.87,w,FALSE,l,a
2.48,s,n,FALSE,p,4.89,3.42,n,FALSE,l,u
6.3,s,o,FALSE,b,5.19,11.56,w,FALSE,g,w
6.57,s,n,FALSE,w,4.67,7.47,w,FALSE,d,u
4.12,x,y,FALSE,y,4.33,10.04,w,FALSE,d,a
4.69,f,n,FALSE,w,7.92,6.83,n,FALSE,d,s
16.51,x,n,TRUE,w,9.87,17.73,w,TRUE,d,a
0.9,f,e,TRUE,w,5.71,0.91,n,FALSE,h,u
9.39,s,g,FALSE,p,8.13,23.27,u,FALSE,g,w
15.78,p,n,FALSE,n,12.66,33.51,w,FALSE,d,a
7.83,x,y,TRUE,y,6.91,11.91,e,FALSE,d,a
